ride_id,ride_start_time,ride_end_time,ride_start_time_ist,ride_end_time_ist,date,month,year,distance_m,duration_secs,efficiency_wh_km,efficiency_km_kwh,soc_usage_wh,soc_usage_percent,ride_start_lat,ride_start_lon,ride_end_lat,ride_end_lon,ride_start_location,ride_end_location,top_speed_kmph,avg_speed_kmph,riding_m,braking_m,coasting_m,eco_mode_distance_m,smart_eco_mode_distance_m,ride_mode_distance_m,sport_mode_distance_m,warp_mode_distance_m,warp_plus_mode_distance_m,zip_mode_distance_m,tags,speed,polyline,act_time
1767596778298,1767596778298,1767596889759,2026-01-05 12:36:18,2026-01-05 12:38:09,2026-01-05,2026-01-01,2026,277,111.5,23.6,42.3,6.5372,0.001766810811,12.021062,78.44235,12.022524,78.44305,,,17.6,9.8,244.9,0,32.1,0,275,0,0,0,0,0,,"[15,15]",szjhAwww}MuAyBmEM,2.7146
1767597763711,1767597763711,1767597891188,2026-01-05 12:52:43,2026-01-05 12:54:51,2026-01-05,2026-01-01,2026,280,127.5,23.5,42.5,6.58,0.001778378378,12.022533,78.44302,12.020918,78.44239,,,18.9,8.7,182,31.1,66.9,0,280,0,0,0,0,0,,"[19,18]",yckhA}{w}MzBeAdEdE,2.436
1767607330569,1767607330569,1767608264673,2026-01-05 15:32:10,2026-01-05 15:47:44,2026-01-05,2026-01-01,2026,8306,934.1,30.5,32.8,253.333,0.06846837838,12.020851,78.44229,12.051713,78.48063,,,77,35.2,7217.9,166.1,922,0,0,19,8287,0,0,0,[2],"[37,45,48,52,48,50,47,32,42,45,48,48,47,54,55,48,34,33,39,46,40,36,28,46,52,57,60,61,66,63,67,65,65,62,67,60,64,74,76,77,72,69,68,69,65,63,63,63,61,62,61,59,56,52,37,20,31,34,26,29,27,21,23,21,17,16,14,14,18,20,3,6,15,22,19,19,19,20,17,15,15,9,0]",iyjhAiww}MeAeDzAgCdBhBfC|CbBeCj@qEf@wDbBiAfD_CpCuAxBwDnCqBg@{Dm@_E_@qF`AsCrBq@xAiBx@}Bt@{Dt@cDn@cBeAa@mD{@aEcBaDyDkCwE{BeFqEyD}DaEgDkFeEkEeEeE{DcEgFaDyEiC{EmCaFqE{EyF{FiE_GkDmFuDyDaFiDqFoDuEsEgDuEqD{DiEiC_FuDeEoE}CkEyC_EiCcE_@aCDqA@yBEkCSiBUuBM_BHqA`@qAb@mA`@g@t@q@b@[By@Bw@D}@DGA??s@A{@EiAAIx@ChABrA?jAB|@Dz@?f@BF,292.3712
1767610222324,1767610222324,1767610487226,2026-01-05 16:20:22,2026-01-05 16:24:47,2026-01-05,2026-01-01,2026,853,264.9,31.6,31.7,26.9548,0.007285081081,12.051848,78.480865,12.046899,78.483765,,,30.5,12.8,305.4,514.4,34.1,0,0,0,851,0,0,0,,"[30,23,23,25,23,27,24,13]",a{phAmh_~MHoG@yAhCk@rCEnDq@lDgB|Cs@vDf@,10.9184
1767611376939,1767611376939,1767611955102,2026-01-05 16:39:36,2026-01-05 16:49:15,2026-01-05,2026-01-01,2026,7316,578.2,38.2,26.1,279.4712,0.07553275676,12.046891,78.48377,12.02091,78.442345,,,85.8,50.1,6240.5,80.5,995,0,0,0,7316,0,0,0,[2],"[33,33,48,61,72,75,79,82,79,77,82,75,83,83,79,78,79,76,77,83,86,83,82,79,77,79,76,61,26,40,38,48,42,33,39,56,69,65,50,55,47,43,44,53,56,46,36,32,32,14,8]",a|ohAqz_~MvCEhFJlGGlEnAfFbEbG`ExE|FnErGvFfFbGlEdFnGzDjGpFtFjHhEnGhEjFrFfFrFjH`E`G~C~G|FhGjGrFnGzEtGbG~ExCzFnExHfFlDtFzAPhAq@xBm@pCw@~D_AnBkAxA_Cx@{@dEfA`G|@~F_CnC_CxDmCdB}Bx@iCtBy@jEw@vE{AzB_BcBs@fA}@dB_@[]O,366.5316
1767614406946,1767614406946,1767614653917,2026-01-05 17:30:06,2026-01-05 17:34:13,2026-01-05,2026-01-01,2026,606,247,33.2,30.1,20.1192,0.005437621622,12.020942,78.442444,12.018659,78.44043,,,26.7,9.7,440,0,166,0,0,0,605,0,0,0,,"[19,27,21,16,15]",{yjhAgxw}MxB[hC?rBrASbBbBtF,5.8782
1767616182659,1767616182659,1767616331415,2026-01-05 17:59:42,2026-01-05 18:02:11,2026-01-05,2026-01-01,2026,588,148.8,22.8,43.8,13.4064,0.003623351351,12.018722,78.440384,12.020913,78.442406,,,35.1,15.7,452.2,0,135.8,0,0,0,588,0,0,0,,"[28,22,25,35,15]",_ljhAmkw}MmB}DVqAu@wBgC_CaDtB,9.2316
1767619577026,1767619577026,1767619939127,2026-01-05 18:56:17,2026-01-05 19:02:19,2026-01-05,2026-01-01,2026,596,362.1,33.5,29.9,19.966,0.005396216216,12.020864,78.44239,12.018736,78.4404,,,26.7,6.5,485.1,0,110.9,0,566,0,30,0,0,0,,"[20,19,27,21,15]",wxjhAoww}M|AeAlAi@dCzB?~C`BrE,3.874
1767627206560,1767627206560,1767627376157,2026-01-05 21:03:26,2026-01-05 21:06:16,2026-01-05,2026-01-01,2026,582,169.6,26.6,37.6,15.4812,0.004184108108,12.018776,78.440186,12.020838,78.44238,,,31.4,13.6,408,33.2,140.8,0,582,0,0,0,0,0,,"[23,25,23,31,23]",kljhAcjw}M}A_Eb@kCsBuCiAuAcD~B,7.9152
1767673532982,1767673532982,1767673663102,2026-01-06 09:55:32,2026-01-06 09:57:43,2026-01-06,2026-01-01,2026,310,130.1,34.2,29.3,10.602,0.002865405405,12.020959,78.442474,12.0225,78.44302,,,22.6,9.4,278.1,18.9,13,0,310,0,0,0,0,0,,"[23,20,7]",_zjhAoxw}M}AyAeB{AoBfA,2.914
1767674359127,1767674359127,1767674721695,2026-01-06 10:09:19,2026-01-06 10:15:21,2026-01-06,2026-01-01,2026,1464,362.6,22.5,44.5,32.94,0.008902702703,12.022499,78.44304,12.020836,78.44228,,,40.3,16,1071.6,83.4,310.4,0,1462,0,0,0,0,0,,"[23,29,32,40,30,21,25,23,19,24,19,23,26,19]",sckhA_|w}M~C_@rBUhAkB~D~EdAbAfApBc@lDf@vAz@?eBeDZqAs@wB_CaCaDlC,23.424
1767675048988,1767675048988,1767675127538,2026-01-06 10:20:48,2026-01-06 10:22:07,2026-01-06,2026-01-01,2026,288,78.6,26.1,38.4,7.5168,0.002031567568,12.02082,78.44231,12.0225,78.44305,,,23.3,14.5,275,0,13,0,288,0,0,0,0,0,,"[23,10]",cyjhAkww}M_F{EoBfA,4.176
1767675455027,1767675455027,1767675583668,2026-01-06 10:27:35,2026-01-06 10:29:43,2026-01-06,2026-01-01,2026,282,128.6,26.3,38,7.4166,0.002004486486,12.022517,78.44304,12.020909,78.44244,,,19.9,8.7,194,35,53,0,279,0,0,0,0,0,,"[19,16]",wckhA_|w}MpBoAnEfE,2.4534
1767677011462,1767677011462,1767677475616,2026-01-06 10:53:31,2026-01-06 11:01:15,2026-01-06,2026-01-01,2026,1183,464.2,24.1,41.5,28.5103,0.007705486486,12.020887,78.44236,12.020927,78.442406,,,29.1,10.1,882.5,106.5,194,0,1183,0,0,0,0,0,,"[22,27,29,21,23,18,23,21,21,28,14]",qyjhAwww}MpBk@|Ak@`CnBBbCAzD~@`@uAmDv@uC}BwAkBaAsCxA,11.9483
1767682720301,1767682720301,1767682804904,2026-01-06 12:28:40,2026-01-06 12:30:04,2026-01-06,2026-01-01,2026,254,84.6,31,32.2,7.874,0.002128108108,12.020825,78.44245,12.022398,78.44321,,,22,11.9,223,22.1,8.9,0,254,0,0,0,0,0,,"[22,15]",eyjhAixw}MsDwCeC@,3.0226
1767683935990,1767683935990,1767684045976,2026-01-06 12:48:55,2026-01-06 12:50:45,2026-01-06,2026-01-01,2026,283,110,24.9,40.2,7.0467,0.001904513514,12.022419,78.44313,12.020794,78.44225,,,18.7,10.2,234,49,0,0,283,0,0,0,0,0,,"[16,15]",cckhAq|w}MbCW`EfE,2.8866
1767703669787,1767703669787,1767704216404,2026-01-06 18:17:49,2026-01-06 18:26:56,2026-01-06,2026-01-01,2026,2000,546.6,28.9,34.7,57.8,0.01562162162,12.02094,78.44234,12.020844,78.44243,,,52.5,14.5,1370,262,370,0,207,0,1793,0,0,0,,"[23,27,40,44,45,34,18,50,53,39,22,23,22,0,18,20,22,29,13]",{yjhAsww}M|CmBnBjAnAkA`AkD@oD~@wBr@AoBnDa@|EgAhCJt@\pBpAdG@@mBwAn@uEuA_BeBiBkD`B,29
1767704550371,1767704550371,1767704681483,2026-01-06 18:32:30,2026-01-06 18:34:41,2026-01-06,2026-01-01,2026,549,131.1,29.8,33.6,16.3602,0.004421675676,12.020856,78.44242,12.02216,78.43845,,,37,16.6,446.9,0,102.1,0,0,0,549,0,0,0,,"[24,28,31,35,21]",kyjhAcxw}M{Bh@[fBq@vF_@fEYdE,9.1134
1767705355610,1767705355610,1767705474789,2026-01-06 18:45:55,2026-01-06 18:47:54,2026-01-06,2026-01-01,2026,592,119.2,21.8,46,12.9056,0.003488,12.022209,78.43847,12.020832,78.44242,,,40.7,19.7,407.3,0,185.3,0,0,0,592,0,0,0,[3],"[32,38,41,36,21]",yakhAm_w}Ml@qGXcDd@iD`@sCbCa@,11.6624
1767772337637,1767772337637,1767772441262,2026-01-07 13:22:17,2026-01-07 13:24:01,2026-01-07,2026-01-01,2026,457,103.6,27.4,36.5,12.5218,0.00338427027,12.02084,78.442345,12.019264,78.44085,,,39,17.5,219.8,37,200.2,0,0,0,457,0,0,0,,"[27,39,32,15]",gyjhAuww}MvCeCfBhBvAbA[bG,7.9975
1767773353277,1767773353277,1767773481192,2026-01-07 13:39:13,2026-01-07 13:41:21,2026-01-07,2026-01-01,2026,493,127.9,31.6,31.6,15.5788,0.004210486486,12.019251,78.44091,12.020861,78.44244,,,34.8,15.3,319,0,174,0,0,0,493,0,0,0,,"[23,25,35,14]",iojhAunw}MZqDcAsBiCuBoCjB,7.5429
1767788525778,1767788525778,1767789385353,2026-01-07 17:52:05,2026-01-07 18:06:25,2026-01-07,2026-01-01,2026,4340,859.6,25.8,38.8,111.972,0.0302627027,12.020888,78.44235,12.02087,78.44246,,,57.1,20,3419.9,73.8,846.3,0,0,0,177,4162,0,0,,"[32,17,46,49,50,46,37,39,51,40,43,46,52,44,32,31,27,37,42,39,40,2,31,36,40,23,30,43,46,48,46,44,48,43,33,28,40,44,57,44,33,30,7]",qyjhAuww}M`D}Bl@`@lDcB\sEdAoDfC_CdBg@bCgAhBgDbCiBZwBe@uD}@oEDmDd@mB~Ag@bCqCt@uBl@cDh@eCvA{CMBiA|CaA|Eu@xCsBfCoCxBm@bDr@zDj@hE^bDeCbBqBdDgB~AyBVkApA_CbBi@lDg@~EuAdC_BqAsBtBgAY,86.8
1767794551894,1767794551894,1767795221564,2026-01-07 19:32:31,2026-01-07 19:43:41,2026-01-07,2026-01-01,2026,1080,669.7,29.3,34.2,31.644,0.008552432432,12.021531,78.44343,12.018734,78.44045,,,29,6.4,838.1,42.1,199.8,0,0,0,0,1075,0,0,,"[23,24,21,18,18,22,24,29,18,14]",q}jhAm~w}MfB`De@i@y@sBhC|DHKjBm@xAE|BfBAzBpAlF,6.912
1767795627329,1767795627329,1767795837788,2026-01-07 19:50:27,2026-01-07 19:53:57,2026-01-07,2026-01-01,2026,579,210.5,19.8,50.4,11.4642,0.003098432432,12.018751,78.44047,12.020829,78.44243,,,28,10.9,471.9,0,107.1,0,0,0,0,579,0,0,[3],"[19,19,23,28,20]",eljhA}kw}M}A}Ch@aCkAeB}ByBaDvB,6.3111
1767838090189,1767838090189,1767838272562,2026-01-08 07:38:10,2026-01-08 07:41:12,2026-01-08,2026-01-01,2026,594,182.4,38.2,26.2,22.6908,0.006132648649,12.0209255,78.44226,12.018719,78.44036,,,29.1,12.9,583.9,0,10.1,0,0,594,0,0,0,0,,"[27,26,29,19,22]",yyjhAcww}MhC}A`BNxB|AElBxA|F,7.6626
1767838704791,1767838704791,1767839298224,2026-01-08 07:48:24,2026-01-08 07:58:18,2026-01-08,2026-01-01,2026,935,593.4,26,38.4,24.31,0.00657027027,12.018723,78.44036,12.020929,78.44238,,,32.3,6.2,635.8,41.1,258.1,0,0,935,0,0,0,0,,"[25,22,26,32,27,0,19,23,10]",_ljhAgkw}MoBoDx@aDoCmBiAqAeBjD}A{AoD{ChBvA~ApB,5.797
1767849408411,1767849408411,1767850370282,2026-01-08 10:46:48,2026-01-08 11:02:50,2026-01-08,2026-01-01,2026,5470,961.9,30.8,32.5,168.476,0.04553405405,12.020955,78.442314,12.020951,78.44237,,,53.1,22.5,3648.5,142.2,1679.3,0,0,899,0,4571,0,0,,"[31,31,30,23,29,22,24,23,30,38,42,38,40,36,33,38,40,35,33,29,37,42,43,46,52,49,38,35,33,44,42,32,45,44,53,48,42,46,33,39,36,31,41,32,37,44,41,48,37,33,40,35,18,16]",_zjhAmww}MdCqAzACdDdC{@zCL~BLV[gDCqDVkCx@eCDgDt@mC~BmBpAkAjEiBnAaC|BeB~AcAhEgBvAeApAyBxAsCvBeC`CgClC_DrB_DdAqAxC`BpBx@gCeA}BuAw@t@aBrC}BnCqCzCeCjCaBtCoB`DoBz@cCrAsAt@oDtCsAjCaBjAwEtB}BzBMrDq@tDiAvBaBgAsAkB{Cf@{ARfCrC,123.075
1767852935205,1767852935205,1767853063894,2026-01-08 11:45:35,2026-01-08 11:47:43,2026-01-08,2026-01-01,2026,262,128.7,26.2,38.2,6.8644,0.001855243243,12.022411,78.443085,12.0209465,78.4424,,,20.8,8.1,220.1,0,41.9,0,0,262,0,0,0,0,,"[21,19]",ackhAg|w}MrCMnCtC,2.1222
1767937451544,1767937451544,1767937746045,2026-01-09 11:14:11,2026-01-09 11:19:06,2026-01-09,2026-01-01,2026,1920,294.5,25.2,39.7,48.384,0.01307675676,12.020952,78.44235,12.013924,78.453896,,,53.4,25.8,1397.8,0,522.2,0,0,1918,0,0,0,0,,"[31,24,34,49,51,46,44,33,36,44,40,34,49,53,43,33,28,39,10]",}yjhAuww}MtC_Bh@WxCF`AsDJuEhCeC`BeBbCW|AuAbB{CfCeBGeCc@wDcAsEXoD`AcBxCiBjBwEh@gA,49.536
1767939563490,1767939563490,1767939895937,2026-01-09 11:49:23,2026-01-09 11:54:55,2026-01-09,2026-01-01,2026,2041,332.4,25.9,38.6,52.8619,0.014287,12.01391,78.45388,12.018758,78.44038,,,51.2,24.3,1614.4,61.2,365.3,0,0,1211,0,830,0,0,,"[45,27,29,42,44,27,51,41,46,48,31,20,34,41,42,43,28,26,25,7]",}mihAw_z}MeAxC{BlDsCxAk@~BLrDj@fC~@nG_BpByBnC{BnCwBP_Az@oD`DU|C]pDgAjCc@b@|AxBi@vDfBhB,49.5963
1767940731394,1767940731394,1767940951040,2026-01-09 12:08:51,2026-01-09 12:12:31,2026-01-09,2026-01-01,2026,601,219.6,18.7,53.5,11.2387,0.003037486486,12.018758,78.44042,12.02092,78.442375,,,31,10.8,464,40.3,96.8,0,0,0,0,601,0,0,[3],"[20,23,25,31,26,0]",gljhAskw}MgB{Bb@aDmAuBaCaBcB|Cw@m@,6.4908
1767960701957,1767960701957,1767961161860,2026-01-09 17:41:41,2026-01-09 17:49:21,2026-01-09,2026-01-01,2026,570,459.9,24.5,40.8,13.965,0.003774324324,12.020936,78.442375,12.020917,78.44239,,,24.2,4.9,377.9,63.3,128.8,0,0,309,254,0,0,0,,"[24,24,19,24,12]",{yjhAyww}M`@PeAmARsCa@bCt@fA,2.793
1767965125428,1767965125428,1767965474260,2026-01-09 18:55:25,2026-01-09 19:01:14,2026-01-09,2026-01-01,2026,745,348.8,26.4,37.8,19.668,0.005315675676,12.020842,78.44244,12.017746,78.445915,,,32.2,8.5,678,52.2,14.9,0,0,745,0,0,0,0,,"[19,27,31,31,32,31,4]",gyjhAgxw}MvB}@zAB|CmB^yB?kCr@wBbDqC,6.3325
1767966265717,1767966265717,1767966746986,2026-01-09 19:14:25,2026-01-09 19:22:26,2026-01-09,2026-01-01,2026,2985,481.3,33.4,30,99.699,0.02694567568,12.017683,78.44591,12.004306,78.46198,,,54.2,24.6,2250.7,501.5,232.8,0,0,2985,0,0,0,0,,"[36,43,44,26,32,45,51,52,54,53,53,33,39,42,25,44,50,52,53,51,53,53,32,33,39,39,36,29,20]",oejhA}mx}M~FiDdBsCnCsBrAg@tEkBzAuBlB{DvCcDzCeDtCsDdBuC~@FzBrArCt@f@e@jB}CrBqDvB{DdBcEpAcEnBiEvCsCnBmAsAKeC}AiBgCM{AxA_AnA_@,73.431
1767967405541,1767967405541,1767967791238,2026-01-09 19:33:25,2026-01-09 19:39:51,2026-01-09,2026-01-01,2026,2708,385.7,29.6,33.8,80.1568,0.021664,12.004233,78.46201,12.015604,78.45187,,,50.6,27.8,2353.3,213.9,140.8,0,0,2708,0,0,0,0,,"[24,27,30,33,31,33,41,44,45,41,41,44,42,27,35,43,44,50,51,46,36,21,29,33,31,32,1]",mqghAqr{}MuBh@mAjAbBdDxAxA~C|@cEpCcB`C{AhDeApDqA|C{AzCgB|CeBrCs@nAgC^aDuAmC}BgDwBeEeAwDeAmBSc@jAcAvEe@hCq@rByC~C{AT,75.2824
1767968368290,1767968368290,1767969218820,2026-01-09 19:49:28,2026-01-09 20:03:38,2026-01-09,2026-01-01,2026,7116,850.5,37.4,26.8,266.1384,0.0719292973,12.0155945,78.451935,12.05171,78.47454,,,64.8,33.1,6568.1,370,177.9,0,0,7116,0,0,0,0,,"[27,31,40,35,38,39,45,44,45,47,47,53,55,56,54,53,53,55,58,62,61,62,62,63,64,65,63,62,62,62,61,61,58,59,60,63,63,60,61,57,6,0,7,30,37,40,43,43,42,42,41,43,37,39,44,43,33,33,33,17,0]",mxihAqsy}MfDsAlA{A`BgHd@uBn@sBcD{AoDcA}C}BsBwCcBqCsAcEsCeDsDuCyCsDeCyD{CcDcD{CcDkDkDaDsEkC_FkC}EoCwD_EqDkEmEkD_F{C}EsCcEsD_DwEuCyEkD_EiE_D{D{CiDwDsCqEcDqEqEeDoEsCkE_DgFg@eAHC???iAt@_BvBeBvByBjCuBlCqB`C}AtCgAzCm@jDg@jC_@~B{@hDgAzCaCZiCUwBUc@h@^T,235.5396
1767969615810,1767969615810,1767970699998,2026-01-09 20:10:15,2026-01-09 20:28:19,2026-01-09,2026-01-01,2026,5413,1084.2,40.7,24.6,220.3091,0.059543,12.05167,78.47455,12.05171,78.475624,,,58.2,19.8,4303.3,866.1,243.6,0,0,5413,0,0,0,0,,"[20,41,46,47,47,42,41,46,47,42,33,39,46,48,53,55,53,57,58,58,56,46,45,48,1,0,0,21,46,52,50,47,53,52,50,48,39,42,50,51,38,52,51,52,54,46,19,0,4,12,19,26,33,10]",}yphA}`~}MuAmAiGqC_DiBcDmBoDm@cCYyCYoDg@_Ee@aCWwBBgCrA_Dx@gEh@yEVcFg@yEg@kFRmF~@}EZgEoBmBq@~Cv@bDpAz@WA???LZxHqApEc@nEPzDt@xEDvEe@`Em@jDqAlCg@fDZbEj@nEb@|B^`E`@xD~ArDzB|DzBdCv@n@ZTx@?E[?e@cAoBeAdCx@n@}B,107.1774
1767970984178,1767970984178,1767971141681,2026-01-09 20:33:04,2026-01-09 20:35:41,2026-01-09,2026-01-01,2026,1067,157.5,21.9,45.6,23.3673,0.006315486486,12.051701,78.47559,12.047457,78.480354,,,43.4,26.8,953.9,113.1,0,0,0,1067,0,0,0,0,,"[32,40,40,43,39,41,41,43,40,22]",czphAmg~}MbCxC`DPtBeB`AiDh@mCr@gDh@iDdAkDfAcCzAeA,28.5956
1767973187159,1767973187159,1767973394920,2026-01-09 21:09:47,2026-01-09 21:13:14,2026-01-09,2026-01-01,2026,1686,207.8,45.3,22.1,76.3758,0.02064210811,12.047453,78.48036,12.056585,78.47733,,,53.1,32.1,1313.4,278.2,94.4,0,0,1686,0,0,0,0,,"[37,42,43,44,32,46,51,48,47,29,45,53,53,52,44,10]",q_phAie_~MsA~AqAtC}@pDo@fD[nBw@hDqAdEkDbAuD_@eBM}CaAqDqByD_C_E_BcD]s@u@,54.1206
1767974351723,1767974351723,1767975312403,2026-01-09 21:29:11,2026-01-09 21:45:12,2026-01-09,2026-01-01,2026,9316,960.7,41.6,24,387.5456,0.1047420541,12.05649,78.47734,12.0209,78.44238,,,65,38.4,8030.4,1034.1,251.5,0,147,9031,138,0,0,0,,"[42,45,49,53,53,38,50,53,53,38,46,50,53,52,46,50,53,49,28,52,57,58,58,59,59,62,62,62,61,56,64,56,59,59,60,58,61,62,61,61,61,60,61,61,61,61,61,62,64,65,64,64,59,9,27,40,36,47,42,38,0,0,5,50,59,59,51,59,60,39,34,51,55,51,39,0,0,28,26,16,0,0]",axqhAkr~}MdEhA`DfAfDpBpDzBlDhAdBTfEd@pDqAfAaEd@iBt@}Dr@gE|AkEbBqCtBiC`CwCrCgDlBgCbAiApDY~Ex@xDbDfEnCdE~C`DzDbDnFtD|DtDtCnEbDfDbEnClE`CvDpDhDhElCnEpCdEvCdD~CvD`FlExCzEhCzEhCfE`DvD|DzDvDtDxDzCpEnDbEdEjDpC|EpCjFlDtEjFxBtDx@DPi@xAq@rCa@zB_AxDmA`BoAtAaB^?BA@e@~BTpE~@nGUzDgDpD_ClCmCd@yAzAcChCMhFwAdEsB_@{@G??c@fA{@jAa@w@ABOD,357.7344
1768024858208,1768024858208,1768025268272,2026-01-10 11:30:58,2026-01-10 11:37:48,2026-01-10,2026-01-01,2026,1169,410.1,24.2,41.3,28.2898,0.007645891892,12.02094,78.44226,12.020837,78.442406,,,34.3,11.3,709.6,0,459.4,0,0,174,0,990,0,0,,"[29,30,31,21,19,19,22,27,29,34,17]",{yjhAcww}MbBa@rBmAtC~BWnC~AjEUGmAkBn@yDcC}B{BSmBt@,13.2097
1768044998990,1768044998990,1768046026708,2026-01-10 17:06:38,2026-01-10 17:23:46,2026-01-10,2026-01-01,2026,9841,1027.7,40.1,24.9,394.6241,0.1066551622,12.020846,78.442375,11.997056,78.3866,,,86.3,37.9,8335.3,1062.8,442.8,0,3977,1584,3319,961,0,0,[2],"[53,71,79,67,59,75,67,81,86,75,64,67,55,70,74,73,64,53,51,56,48,48,47,44,39,37,40,41,41,35,36,36,22,21,32,33,28,31,24,32,36,40,39,42,44,44,45,47,45,43,45,45,41,43,47,44,44,44,41,41,36,16,27,31,30,30,35,38,40,41,41,39,38,40,41,36,37,48,49,49,47,46,53,56,52,30,0,31,34,14,14,15,16,14,17,18,15,10]",iyjhA{ww}M}B`@{@nGu@xHc@fGO|EeB|FmAlGa@nIn@pJ~@|HzCnElGrA~Dz@pFnA~GfBxGpBdF|AhEnA`Dt@hEvAnDrAxDrAjD`BdDzAhCrAfBpBlBzBdBjC|AfCnA`CdAjCbA`Cb@`A\v@j@lBpAhBd@lAMtBUtAiAt@yAvBuAlCgB|CaAdDoAdD}AfDw@pDkBpDsCtBkDh@{D^eDxAoB|AXtCLzEi@xDw@nDo@rDy@`D}@fD[tBHp@nAb@nB`AxArAGfBExCHbD^fDvAnCpB`C|BpBzBdBbClBtBfBtBbBtB`BbDdC|C|BxC~BzC`CtCzBxC`CfDhChDnC`Al@?@dAz@fBtAj@DZq@\o@`@u@\o@`@}@^y@^}@ZgB,372.9739
1768046880184,1768046880184,1768047002721,2026-01-10 17:38:00,2026-01-10 17:40:02,2026-01-10,2026-01-01,2026,498,122.5,52.2,19.1,25.9956,0.007025837838,11.997138,78.3865,11.999358,78.38491,,,31.9,16.1,282.9,215.1,0,0,0,498,0,0,0,0,,"[19,21,20,20]",cefhAszl}Mk@jCiAbC_ChEeE{C,8.0178
1768050419611,1768050419611,1768051253382,2026-01-10 18:36:59,2026-01-10 18:50:53,2026-01-10,2026-01-01,2026,6660,833.8,30.9,32.3,205.794,0.05562,11.99954,78.38504,12.014032,78.425995,,,57.7,31.6,6360.3,0,299.7,0,0,6660,0,0,0,0,,"[30,30,31,32,37,36,36,30,31,28,29,44,45,46,37,35,32,30,30,31,23,25,25,26,27,34,34,49,51,50,37,39,36,33,40,34,37,37,36,36,39,38,36,35,34,28,38,44,58,58,54,49,44,45,44,40,41,40,39,36,28,31,36,37,26,3]",ctfhAoql}MgEyCyAiAcEaDcBwAuB_BqB_BqEiDkByAeBwAkDkCaBsAuEqDoCwB_CuByBwBsAoBw@{BW}BQyBLeFy@mCuAu@mCkCl@gEn@{AtAaGf@gCp@cET{Ec@cEp@qBnCgAjC_AjCK|Ce@tBkA|AyBv@iCp@kCjAiC`AoCjC_HpAuBtAwBjA_CpAeBJsCuA{BeBqEqB{EiBaEoBiDmBwCaCsCaC_CsCoAwCwAmCsAsCcAcC{@yAi@sBu@gCq@kCm@{Ac@^sC,210.456
1768052342212,1768052342212,1768052756650,2026-01-10 19:09:02,2026-01-10 19:15:56,2026-01-10,2026-01-01,2026,2844,414.4,32,31.2,91.008,0.02459675676,12.013952,78.42587,12.020784,78.44243,,,56.1,27.2,2607.9,105.2,130.8,0,0,2844,0,0,0,0,,"[46,37,48,49,47,46,41,53,54,52,53,56,56,54,44,43,43,42,38,32,50,52,50,36,30,20,0]",}nihAgqt}M{Fl@cCs@oDgAaEkA{DaA{Dy@sCk@{DgAmEsA{A_Es@aF_@gFQoFZgFl@oDx@oDz@kD`@}CHyCRsB^iEb@}Eh@}DVkB`@cBv@n@j@^,77.3568
1768053000330,1768053000330,1768053123799,2026-01-10 19:20:00,2026-01-10 19:22:03,2026-01-10,2026-01-01,2026,553,123.5,39,25.6,21.567,0.005828918919,12.02078,78.44242,12.018736,78.44042,,,36.9,17.7,339,95.1,118.9,0,0,553,0,0,0,0,,"[26,37,23,23,22]",{xjhAcxw}M|BuArCpA`Ap@]dE`BzC,9.7881
1768057741057,1768057741057,1768058019176,2026-01-10 20:39:01,2026-01-10 20:43:39,2026-01-10,2026-01-01,2026,583,278.1,24.2,41.3,14.1086,0.003813135135,12.018737,78.440384,12.0208645,78.44242,,,32.8,8.3,404,75.2,103.8,0,0,583,0,0,0,0,,"[21,25,22,33,18]",qljhA}kw}MsAkBX_D}AqCsBaAmCxA,4.8389
1768104820473,1768104820473,1768105011970,2026-01-11 09:43:40,2026-01-11 09:46:51,2026-01-11,2026-01-01,2026,566,191.5,32.1,31.1,18.1686,0.004910432432,12.02086,78.44237,12.018735,78.44039,,,33.6,11.7,367.9,11.9,186.2,0,0,566,0,0,0,0,,"[21,34,23,27,17]",uxjhAiww}MnAq@dDJl@b@TpCvAjF,6.6222
1768105939689,1768105939689,1768106108244,2026-01-11 10:02:19,2026-01-11 10:05:08,2026-01-11,2026-01-01,2026,574,168.6,22,45.4,12.628,0.003412972973,12.018748,78.44033,12.020826,78.4424,,,31.3,13.5,401.8,0,172.2,0,0,574,0,0,0,0,,"[25,20,23,31,16]",eljhAakw}MgBuEx@qCeC{AsBm@wBrA,7.749
